num_lote|est_lote|nro_tpo|nic|nis|cod_tar|num_orden|tip_os|est_os|ind_anomalia|f_estm_res|f_uce|empleado/contrata|clasif medidor|num_apa|co_marca|tip_csmo|nro_ruedas|cte|lectura|cant_precintos|precinto1|precinto2|precinto3|precinto4|precinto5|precinto6|precinto7|precinto8|precinto9|precinto10|precinto11|precinto12|precinto13|precinto14|precinto15|precinto16|precinto17|precinto18|precinto19|precinto20|Id_Serial_TP|
201709003221|EL005|1028498|1964995|2017228|CS1|5304407|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|39437700|MC016|CO011|5|1|2222|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|2972896|3549089|R14|5305701|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1006000127|MC058|CO011|6|1|162|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1946308|1979854|R24|5305707|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|10089518|MC027|CO011|5|1|41324|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1945602|1978442|R14|5305718|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|YAI08788|MC039|CO011|5|1|41481|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|2972252|3547313|R14|5305738|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1006000641|MC058|CO011|6|1|152|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1974997|2037232|R14|5305741|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|8317898|MC005|CO011|4|1|7|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1974582|2036402|R24|5305758|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|YAL40202|MC039|CO011|5|1|40243|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1974880|2036998|R24|5305762|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|MYAE4467|MC013|CO011|5|1|52274|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|2972453|3547959|R14|5305771|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1006000647|MC058|CO011|6|1|294|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1945839|1978916|R24|5305806|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|8272347|MC054|CO011|6|1|5605|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1946934|1981106|R24|5305808|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|34431946|MC016|CO011|5|1|30038|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1974924|2037086|R24|5305825|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|9679A|MC005|CO011|4|1|5627|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|2991087|3662055|R14|5305893|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1000018748|MC058|CO011|6|1|370|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1945646|1978530|R24|5305905|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|0280570037|MC004|CO011|5|1|53132|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1974988|2037214|R24|5305972|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|YAB56938|MC016|CO011|5|1|73681|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1946398|1980034|R34|5305988|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1038579|MC044|CO011|5|1|15334|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|1974624|2036486|R24|5306005|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6677206112|MC051|CO011|5|1|4413|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003221|EL005|1028498|2972435|3547915|R14|5306048|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1006000572|MC058|CO011|6|1|1474|0| | | | | | | | | | | | | | | | | | | | |31028498|
201709003235|EL005|311070|1922016|1931270|R24|5287962|TO310|EO011|2|20170908   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|45674922|MC016|CO011|5|1|16523|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1904298|1904298|R24|5301439|TO310|EO011|2|20170927   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|TBK27383|MC002|CO011|6|1|90781|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1910804|1910804|R24|5301534|TO310|EO011|2|20170927   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6677401276|MC051|CO011|5|1|3992|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1904270|1904270|R24|5301693|TO310|EO011|2|20170927   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|35357065|MC016|CO011|5|1|5053|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2833924|2974695|R14|5302971|TO310|EO011|2|20170928   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|000040452|MC004|CO011|5|1|4095|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2877594|3194897|OS1|5302987|TO310|EO011|2|20170928   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|45674655|MC016|CO011|5|1|9731|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2833925|2974696|R14|5303085|TO310|EO011|2|20170928   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|000039818|MC004|CO011|5|1|443|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1950676|1988590|CS1|5304389|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|10111990|MC016|CO011|5|1|10694|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1953660|1994558|CS1|5304399|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|3106001499|MC058|CO011|6|1|14|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1997082|2090843|R24|5304422|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|PYAG2876|MC016|CO011|5|1|37405|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1998242|2094323|CS1|5304426|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|3106002954|MC058|CO011|6|1|143712|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2000400|2100797|R24|5304435|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4717284|MC044|CO011|5|1|9949|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1998243|2094326|R34|5304481|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|3106001726|MC058|CO011|6|1|174035|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2001554|2104259|R24|5304494|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|YAK16210B|MC999|CO011|4|1|3147|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2906484|3300997|OS1|5304565|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|55078835|MC049|CO011|5|1|61271|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2906484|3300997|OS1|5304565|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|55078835|MC049|CO015|6|1|84387|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1994702|2083703|R24|5304696|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|19616481|MC016|CO011|5|1|14136|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|1954914|1997066|CS1|5304758|TO310|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|64215|MC001|CO011|5|1|16152|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2916453|3335578|R24|5305982|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4858487|MC044|CO011|5|1|4227|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2933637|3410392|R24|5305983|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6677240894|MC051|CO011|5|1|5980|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2846189|3052407|R34|5305985|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|19720863|MC016|CO011|5|1|24420|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2845780|3051367|R24|5306275|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|94573|MC004|CO011|5|1|5956|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003235|EL005|311070|2841961|3031348|R24|5306276|TO310|EO011|2|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4706848|MC044|CO011|5|1|10638|0| | | | | | | | | | | | | | | | | | | | |11223D0399|
201709003266|EL005|311066|1940579|1968396|R34|5237876|TO250|EO011|2|20170728   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|3713|MC005|CO011|4|1|2835|3|SBI560731|SBR347021|SCI560732| | | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|1958895|2005028|R24|5250132|TO250|EO011|2|20170804   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|1000024541|MC058|CO011|6|1|646|0| | | | | | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|0|0| |5304901|TO154|EO004|1|20170929   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|1944073|1975384|R14|5307088|TO811|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|10114500|MC016|CO011|5|1|19528|3|SBI560733|SBR499092|SCI560734| | | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|1960710|2008658|R34|5307144|TO801|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|YAL76147|MC016|CO011|5|1|29111|0| | | | | | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|1937636|1962510|R44|5307214|TO550|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|19673137|MC016|CO011|5|1|26748|4|SBI560723|SBI560724|SBR465411|SBR465412| | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|2957312|3500024|R34|5307335|TO550|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|6677335424|MC051|CO011|5|1|3293|2|SBI560728|SBR553664| | | | | | | | | | | | | | | | | | |11223D0364|
201709003266|EL005|311066|1937302|1961842|R34|5307384|TO550|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|3000015502|MC058|CO011|6|1|1946|6|SBI560725|SBI560726|SBR544974|SBR544975|SCI560727|SCR544976| | | | | | | | | | | | | | |11223D0364|
201709003267|EL005|311084|1910564|1910564|R24|5303803|TO852|EO011|2|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|32946321|MC016|CO011|5|1|30979|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|1909798|1909798|R24|5306482|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|19503638|MC016|CO011|5|1|52618|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|1909799|1909799|R24|5306483|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6005128|MC044|CO011|5|1|2731|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|1910175|1910175|R24|5306485|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|3908717775|MC004|CO011|5|1|3676|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|1910620|1910620|OS1|5306486|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|YAF82895|MC009|CO011|4|1|171|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2837654|2997294|R24|5306488|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|39725|MC004|CO011|5|1|2324|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2841675|3030610|R24|5306490|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|44859445|MC016|CO011|5|1|12134|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2843011|3038775|R24|5306492|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4707064|MC044|CO011|5|1|1|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2843077|3038942|R14|5306493|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4707051|MC044|CO011|5|1|2324|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2843080|3038951|R14|5306494|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4707106|MC044|CO011|5|1|3300|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2844388|3041906|R24|5306495|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|45315781|MC016|CO011|5|1|67538|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2873651|3179591|R24|5306496|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4751979|MC044|CO011|5|1|1048|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2905043|3296448|R24|5306499|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|4852488|MC044|CO011|5|1|5690|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2943314|3452157|R24|5306500|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|901092865|MC055|CO011|5|1|794|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2947379|3465968|R24|5306501|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6677334925|MC051|CO011|5|1|171|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2950845|3477293|R24|5306502|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|8447414|MC054|CO011|6|1|473|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003267|EL005|311084|2978510|3570404|R14|5306503|TO852|EO011|2|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|141626726|MC056|CO011|5|1|1124|0| | | | | | | | | | | | | | | | | | | | |11223D03BC|
201709003268|EL005|311085|1909142|1909142|R14|5302605|TO804|EO004|1|20170929   |20170929   | ENECON-NORTE |MEDIDOR NUEVO|141680283|MC056|CO011|6|1|1|4|550606|550607|583894|78093| | | | | | | | | | | | | | | | |11223D036F|
201709003268|EL005|311085|1909142|1909142|R14|5302605|TO804|EO004|1|20170929   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|1092325|MC024|CO011|5|1|20606|3|I550606|I550607|R423827| | | | | | | | | | | | | | | | | |11223D036F|
201709003268|EL005|311085|1911692|1911692|R24|5302885|TO801|EO004|1|20170928   |20170929   | ENECON-NORTE |MEDIDOR NUEVO|3000017898|MC058|CO011|6|1|1|5|1298469|550608|550609|6321340|6321341| | | | | | | | | | | | | | | |11223D036F|
201709003268|EL005|311085|1911692|1911692|R24|5302885|TO801|EO004|1|20170928   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6004014|MC044|CO011|5|1|4326|3|I550608|I550609|R555523| | | | | | | | | | | | | | | | | |11223D036F|
201709003268|EL005|311085|2981547|3623111|R24|5305269|TO811|EO011|2|20171002   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|3000010483|MC058|CO011|6|1|3|0| | | | | | | | | | | | | | | | | | | | |11223D036F|
201709003268|EL005|311085|1912720|1912720|R24|5306097|TO811|EO004|1|20171002   |20170929   | ENECON-NORTE |MEDIDOR NUEVO|3000017897|MC058|CO011|6|1|1|5|1298468|550604|550605|6321338|6321339| | | | | | | | | | | | | | | |11223D036F|
201709003268|EL005|311085|1912720|1912720|R24|5306097|TO811|EO004|1|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|3106001551|MC058|CO011|6|1|1852|3|I550604|I550605|R507667| | | | | | | | | | | | | | | | | |11223D036F|
201709003269|EL005|1028500|1903014|1903014|R14|5246746|TO250|EO004|1|20170802   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|10086375|MC027|CO011|5|1|8088|3|sib543975|sic543976|sr458104| | | | | | | | | | | | | | | | | |31028500|
201709003269|EL005|1028500|2804574|2852665|R14|5251866|TO250|EO011|2|20170804   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|350691194|MC004|CO011|5|1|8569|2|sib543963|sr449661| | | | | | | | | | | | | | | | | | |31028500|
201709003269|EL005|1028500|1903073|1903073|R14|5307563|TO811|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|TBF96086|MC009|CO011|5|1|4702|2|sib543974|sr397067| | | | | | | | | | | | | | | | | | |31028500|
201709003270|EL005|1028499|1913845|1914928|R24|5306467|TO811|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|6005339|MC044|CO011|5|1|16993|0| | | | | | | | | | | | | | | | | | | | |31028499|
201709003270|EL005|1028499|2849472|3072758|R14|5307029|TO550|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|4724770|MC044|CO011|5|1|1373|2|551610|551611| | | | | | | | | | | | | | | | | | |31028499|
201709003270|EL005|1028499|1914625|1916488|R24|5307080|TO811|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|TBL83955|MC039|CO011|5|1|1|0| | | | | | | | | | | | | | | | | | | | |31028499|
201709003270|EL005|1028499|1968432|2024102|R34|5307549|TO804|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|FYAG6786|MC009|CO011|4|1|731|2|si551606|si551607| | | | | | | | | | | | | | | | | | |31028499|
201709003271|EL005|311073|1927135|1941508|R24|5303897|TO801|EO011|2|20170929   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|1092507|MC024|CO011|5|1|32236|2|SI492838|SR527167| | | | | | | | | | | | | | | | | | |11223D032C|
201709003271|EL005|311073|1946953|1981144|R24|5305172|TO801|EO004|1|20171002   |20170929   | ENECON-NORTE |MEDIDOR NUEVO|141656496|MC056|CO011|6|1000|0|3|DH66788|SCRI611792|SI492837| | | | | | | | | | | | | | | | | |11223D032C|
201709003271|EL005|311073|1946953|1981144|R24|5305172|TO801|EO004|1|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|104288|MC004|CO011|5|1|11076|1|SIB492837| | | | | | | | | | | | | | | | | | | |11223D032C|
201709003271|EL005|311073|1947550|1982338|R34|5305696|TO801|EO011|2|20171002   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|4633|MC024|CO011|4|1|4152|0| | | | | | | | | | | | | | | | | | | | |11223D032C|
201709003271|EL005|311073|1954004|1995246|R24|5307491|TO801|EO004|1|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|8248255|MC054|CO011|6|1|5144|3|SI492839|SI492840|SR395050| | | | | | | | | | | | | | | | | |11223D032C|
201709003273|EL005|1028494|0|0| |5303500|TO154|EO004|1|20170929   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |31028494|
201709003273|EL005|1028494|0|0| |5305895|TO154|EO004|1|20171002   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |31028494|
201709003273|EL005|1028494|1910018|1910018|R14|5306343|TO811|EO004|1|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|19636425|MC016|CO011|5|1|11155|2|si560392|sic560393| | | | | | | | | | | | | | | | | | |31028494|
201709003273|EL005|1028494|3021310|3769587|R14|5307392|TO811|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|1000019026|MC058|CO011|6|1|19|4|sbi560394|sbr527797|sci560395|scr527798| | | | | | | | | | | | | | | | |31028494|
201709003273|EL005|1028494|0|0| |5307501|TO154|EO004|1|20171003   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |31028494|
201709003275|EL005|311055|1935941|1959120|R24|5302841|TO801|EO011|2|20170928   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|141623176|MC056|CO011|6|1|874|3|SI550812|SI550813|SR506985| | | | | | | | | | | | | | | | | |11223D0313|
201709003275|EL005|311055|0|0| |5306284|TO154|EO004|1|20171002   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |11223D0313|
201709003275|EL005|311055|2808027|2864919|R34|5307397|TO801|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|350686114|MC004|CO011|5|1|18158|3|SI550814|SI550815|SR469202| | | | | | | | | | | | | | | | | |11223D0313|
201709003275|EL005|311055|1930872|1948982|R34|5307518|TO801|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|YAE66520|MC999|CO011|4|1|1453|3|SI550808|SI550809|SR464237| | | | | | | | | | | | | | | | | |11223D0313|
201709003275|EL005|311055|1935566|1958370|R24|5307583|TO550|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|FYAF9606B|MC009|CO011|4|1|2378|3|SI550810|SI550811|SR505309| | | | | | | | | | | | | | | | | |11223D0313|
201709003276|EL005|1028505|1906662|1906662|R24|5302932|TO801|EO004|1|20170928   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|6677228599|MC051|CO011|5|0|0|1| | | | | | | | | | | | | | | | | | | | |31028505|
201709003276|EL005|1028505|1929238|1945714|R24|5305163|TO801|EO011|2|20171002   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|YAF85216|MC009|CO011|4|1|526|0| | | | | | | | | | | | | | | | | | | | |31028505|
201709003276|EL005|1028505|1929285|1945808|R14|5306105|TO801|EO004|1|20171002   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|31199074|MC016|CO011|5|1|17178|0| | | | | | | | | | | | | | | | | | | | |31028505|
201709003276|EL005|1028505|0|0| |5306469|TO154|EO004|1|20171003   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |31028505|
201709003276|EL005|1028505|1905579|1905579|R24|5307488|TO550|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|TBK24744|MC031|CO011|5|1|2|0| | | | | | | | | | | | | | | | | | | | |31028505|
201709003276|EL005|1028505|2929250|3388698|R24|11635109|TO543|EO011|2|20170928   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|8248083|MC054|CO011|6|1|4710|0| | | | | | | | | | | | | | | | | | | | |31028505|
201709003277|EL005|311082|2945921|3461409|R24|5304621|TO801|EO011|2|20170929   |20170930   | ENECON-NORTE |MEDIDOR NUEVO|141680268|MC056|CO011|6|1|0|4|CRI583879|DH78063|SCI492657|SI492656| | | | | | | | | | | | | | | | |11225D0208|
201709003277|EL005|311082|1991776|2074925|R24|5307273|TO804|EO004|1|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|19717961|MC016|CO011|5|1|49698|2|SI492652|SIC492653| | | | | | | | | | | | | | | | | | |11225D0208|
201709003277|EL005|311082|1992493|2077076|R24|5307593|TO801|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|901038885|MC055|CO011|5|1|4962|1|SI492649| | | | | | | | | | | | | | | | | | | |11225D0208|
201709003278|EL005|311078|0|0| |5304864|TO154|EO004|1|20170929   |20170929   | ENECON-NORTE |SIN MEDIDOR|  |  |  |0|0|0|0| | | | | | | | | | | | | | | | | | | | |11223D0388|
201709003278|EL005|311078|1949097|1985432|R24|5306341|TO811|EO004|1|20171003   |20170929   | ENECON-NORTE |MEDIDOR ENVIADO|10052601|MC016|CO011|5|1|15009|2|181540SE|562751SI| | | | | | | | | | | | | | | | | | |11223D0388|
201709003278|EL005|311078|2888191|3230862|R14|5307058|TO811|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|4761759|MC044|CO011|5|1|2314|4|547086SE|547087SE|562749SI|562750SI| | | | | | | | | | | | | | | | |11223D0388|
201709003278|EL005|311078|1955943|1999124|R24|5307353|TO801|EO011|2|20171003   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|19515564|MC016|CO011|5|1|27167|1|335987SE| | | | | | | | | | | | | | | | | | | |11223D0388|
201709003280|EL005|1028506|1920815|1928868|R24|5214469|TO250|EO011|2|20170710   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|4715683|MC044|CO011|5|1|3376|2|sib528898|sic528899| | | | | | | | | | | | | | | | | | |31028506|
201709003280|EL005|1028506|1920950|1929138|R24|5214470|TO250|EO011|2|20170710   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|6677402486|MC051|CO011|5|1|3058|2|sib488595|sic488596| | | | | | | | | | | | | | | | | | |31028506|
201709003280|EL005|1028506|1921215|1929668|R14|5252513|TO250|EO011|2|20170807   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|32126290|MC016|CO011|5|1|15187|2|sib488415|sic488416| | | | | | | | | | | | | | | | | | |31028506|
201709003280|EL005|1028506|2970760|3542447|R14|5258942|TO250|EO011|2|20170811   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|8539749|MC054|CO011|6|1|655|2|sib488417|sic488418| | | | | | | | | | | | | | | | | | |31028506|
201709003280|EL005|1028506|1978459|2044156|CS1|5305862|TO801|EO011|2|20171002   |20170930   | ENECON-NORTE |MEDIDOR ENVIADO|1046294|MC044|CO011|5|1|2434|2|sib528895|sic528896| | | | | | | | | | | | | | | | | | |31028506|
